ImagePath,Label
dataset/Train/Cataract/cat_0_1891.jpg,Cataract
dataset/Train/Cataract/cat_0_1892.jpg,Cataract
dataset/Train/Cataract/cat_0_1893.jpg,Cataract
dataset/Train/Cataract/cat_0_1896.jpg,Cataract
dataset/Train/Cataract/cat_0_1897.jpg,Cataract
dataset/Train/Cataract/cat_0_1899.jpg,Cataract
dataset/Train/Cataract/cat_0_1901.jpg,Cataract
dataset/Train/Cataract/cat_0_1903.jpg,Cataract
dataset/Train/Cataract/cat_0_1904.jpg,Cataract
dataset/Train/Cataract/cat_0_1905.jpg,Cataract
dataset/Train/Cataract/cat_0_1907.jpg,Cataract
dataset/Train/Cataract/cat_0_1910.jpg,Cataract
dataset/Train/Cataract/cat_0_1911.jpg,Cataract
dataset/Train/Cataract/cat_0_1913.jpg,Cataract
dataset/Train/Cataract/cat_0_1919.jpg,Cataract
dataset/Train/Cataract/cat_0_1923.jpg,Cataract
dataset/Train/Cataract/cat_0_1924.jpg,Cataract
dataset/Train/Cataract/cat_0_1926.jpg,Cataract
dataset/Train/Cataract/cat_0_1927.jpg,Cataract
dataset/Train/Cataract/cat_0_1928.jpg,Cataract
dataset/Train/Cataract/cat_0_1929.jpg,Cataract
dataset/Train/Cataract/cat_0_1936.jpg,Cataract
dataset/Train/Cataract/cat_0_1939.jpg,Cataract
dataset/Train/Cataract/cat_0_1943.jpg,Cataract
dataset/Train/Cataract/cat_0_1945.jpg,Cataract
dataset/Train/Cataract/cat_0_1946.jpg,Cataract
dataset/Train/Cataract/cat_0_1947.jpg,Cataract
dataset/Train/Cataract/cat_0_1949.jpg,Cataract
dataset/Train/Cataract/cat_0_1950.jpg,Cataract
dataset/Train/Cataract/cat_0_1951.jpg,Cataract
dataset/Train/Cataract/cat_0_1952.jpg,Cataract
dataset/Train/Cataract/cat_0_1953.jpg,Cataract
dataset/Train/Cataract/cat_0_1955.jpg,Cataract
dataset/Train/Cataract/cat_0_1956.jpg,Cataract
dataset/Train/Cataract/cat_0_1961.jpg,Cataract
dataset/Train/Cataract/cat_0_1962.jpg,Cataract
dataset/Train/Cataract/cat_0_1963.jpg,Cataract
dataset/Train/Cataract/cat_0_1965.jpg,Cataract
dataset/Train/Cataract/cat_0_1966.jpg,Cataract
dataset/Train/Cataract/cat_0_1968.jpg,Cataract
dataset/Train/Cataract/cat_0_1971.jpg,Cataract
dataset/Train/Cataract/cat_0_1973.jpg,Cataract
dataset/Train/Cataract/cat_0_1975.jpg,Cataract
dataset/Train/Cataract/cat_0_1977.jpg,Cataract
dataset/Train/Cataract/cat_0_1979.jpg,Cataract
dataset/Train/Cataract/cat_0_1980.jpg,Cataract
dataset/Train/Cataract/cat_0_1981.jpg,Cataract
dataset/Train/Cataract/cat_0_1984.jpg,Cataract
dataset/Train/Cataract/cat_0_1987.jpg,Cataract
dataset/Train/Cataract/cat_0_1988.jpg,Cataract
dataset/Train/Cataract/cat_0_1989.jpg,Cataract
dataset/Train/Cataract/cat_0_1992.jpg,Cataract
dataset/Train/Cataract/cat_0_1993.jpg,Cataract
dataset/Train/Cataract/cat_0_1995.jpg,Cataract
dataset/Train/Cataract/cat_0_1996.jpg,Cataract
dataset/Train/Cataract/cat_0_1999.jpg,Cataract
dataset/Train/Cataract/cat_0_2002.jpg,Cataract
dataset/Train/Cataract/cat_0_2003.jpg,Cataract
dataset/Train/Cataract/cat_0_2004.jpg,Cataract
dataset/Train/Cataract/cat_0_2006.jpg,Cataract
dataset/Train/Cataract/cat_0_2008.jpg,Cataract
dataset/Train/Cataract/cat_0_2009.jpg,Cataract
dataset/Train/Cataract/cat_0_2010.jpg,Cataract
dataset/Train/Cataract/cat_0_2013.jpg,Cataract
dataset/Train/Cataract/cat_0_2014.jpg,Cataract
dataset/Train/Cataract/cat_0_2015.jpg,Cataract
dataset/Train/Cataract/cat_0_2019.jpg,Cataract
dataset/Train/Cataract/cat_0_2020.jpg,Cataract
dataset/Train/Cataract/cat_0_2026.jpg,Cataract
dataset/Train/Cataract/cat_0_2027.jpg,Cataract
dataset/Train/Cataract/cat_0_2028.jpg,Cataract
dataset/Train/Cataract/cat_0_2030.jpg,Cataract
dataset/Train/Cataract/cat_0_2031.jpg,Cataract
dataset/Train/Cataract/cat_0_2034.jpg,Cataract
dataset/Train/Cataract/cat_0_2035.jpg,Cataract
dataset/Train/Cataract/cat_0_2038.jpg,Cataract
dataset/Train/Cataract/cat_0_2039.jpg,Cataract
dataset/Train/Cataract/cat_0_2041.jpg,Cataract
dataset/Train/Cataract/cat_0_2044.jpg,Cataract
dataset/Train/Cataract/cat_0_2045.jpg,Cataract
dataset/Train/Cataract/cat_0_2047.jpg,Cataract
dataset/Train/Cataract/cat_0_2049.jpg,Cataract
dataset/Train/Cataract/cat_0_2050.jpg,Cataract
dataset/Train/Cataract/cat_0_2052.jpg,Cataract
dataset/Train/Cataract/cat_0_2058.jpg,Cataract
dataset/Train/Cataract/cat_0_2059.jpg,Cataract
dataset/Train/Cataract/cat_0_2062.jpg,Cataract
dataset/Train/Cataract/cat_0_2067.jpg,Cataract
dataset/Train/Cataract/cat_0_2069.jpg,Cataract
dataset/Train/Cataract/cat_0_2070.jpg,Cataract
dataset/Train/Cataract/cat_0_2073.jpg,Cataract
dataset/Train/Cataract/cat_0_2077.jpg,Cataract
dataset/Train/Cataract/cat_0_2079.jpg,Cataract
dataset/Train/Cataract/cat_0_2080.jpg,Cataract
dataset/Train/Cataract/cat_0_2082.jpg,Cataract
dataset/Train/Cataract/cat_0_2085.jpg,Cataract
dataset/Train/Cataract/cat_0_2086.jpg,Cataract
dataset/Train/Cataract/cat_0_2087.jpg,Cataract
dataset/Train/Cataract/cat_0_2088.jpg,Cataract
dataset/Train/Cataract/cat_0_2089.jpg,Cataract
dataset/Train/Cataract/cat_0_2092.jpg,Cataract
dataset/Train/Cataract/cat_0_2097.jpg,Cataract
dataset/Train/Cataract/cat_0_2098.jpg,Cataract
dataset/Train/Cataract/cat_0_2100.jpg,Cataract
dataset/Train/Cataract/cat_0_2101.jpg,Cataract
dataset/Train/Cataract/cat_0_2104.jpg,Cataract
dataset/Train/Cataract/cat_0_2105.jpg,Cataract
dataset/Train/Cataract/cat_0_2106.jpg,Cataract
dataset/Train/Cataract/cat_0_2108.jpg,Cataract
dataset/Train/Cataract/cat_0_2111.jpg,Cataract
dataset/Train/Cataract/cat_0_2113.jpg,Cataract
dataset/Train/Cataract/cat_0_2115.jpg,Cataract
dataset/Train/Cataract/cat_0_2116.jpg,Cataract
dataset/Train/Cataract/cat_0_2120.jpg,Cataract
dataset/Train/Cataract/cat_0_2124.jpg,Cataract
dataset/Train/Cataract/cat_0_2125.jpg,Cataract
dataset/Train/Cataract/cat_0_2126.jpg,Cataract
dataset/Train/Cataract/cat_0_2128.jpg,Cataract
dataset/Train/Cataract/cat_0_2130.jpg,Cataract
dataset/Train/Cataract/cat_0_2133.jpg,Cataract
dataset/Train/Cataract/cat_0_2136.jpg,Cataract
dataset/Train/Cataract/cat_0_2137.jpg,Cataract
dataset/Train/Cataract/cat_0_2138.jpg,Cataract
dataset/Train/Cataract/cat_0_2145.jpg,Cataract
dataset/Train/Cataract/cat_0_2146.jpg,Cataract
dataset/Train/Cataract/cat_0_2147.jpg,Cataract
dataset/Train/Cataract/cat_0_2148.jpg,Cataract
dataset/Train/Cataract/cat_0_2153.jpg,Cataract
dataset/Train/Cataract/cat_0_2157.jpg,Cataract
dataset/Train/Cataract/cat_0_2158.jpg,Cataract
dataset/Train/Cataract/cat_0_2159.jpg,Cataract
dataset/Train/Cataract/cat_0_2161.jpg,Cataract
dataset/Train/Cataract/cat_0_2162.jpg,Cataract
dataset/Train/Cataract/cat_0_2164.jpg,Cataract
dataset/Train/Cataract/cat_0_2165.jpg,Cataract
dataset/Train/Cataract/cat_0_2166.jpg,Cataract
dataset/Train/Cataract/cat_0_2168.jpg,Cataract
dataset/Train/Cataract/cat_0_2170.jpg,Cataract
dataset/Train/Cataract/cat_0_2183.jpg,Cataract
dataset/Train/Cataract/cat_0_2184.jpg,Cataract
dataset/Train/Cataract/cat_0_2186.jpg,Cataract
dataset/Train/Cataract/cat_0_2187.jpg,Cataract
dataset/Train/Cataract/cat_0_2189.jpg,Cataract
dataset/Train/Cataract/cat_0_2192.jpg,Cataract
dataset/Train/Cataract/cat_0_2194.jpg,Cataract
dataset/Train/Cataract/cat_0_2195.jpg,Cataract
dataset/Train/Cataract/cat_0_2198.jpg,Cataract
dataset/Train/Cataract/cat_0_2200.jpg,Cataract
dataset/Train/Cataract/cat_0_2201.jpg,Cataract
dataset/Train/Cataract/cat_0_2203.jpg,Cataract
dataset/Train/Cataract/cat_0_2208.jpg,Cataract
dataset/Train/Cataract/cat_0_2209.jpg,Cataract
dataset/Train/Cataract/cat_0_2211.jpg,Cataract
dataset/Train/Cataract/cat_0_2212.jpg,Cataract
dataset/Train/Cataract/cat_0_2219.jpg,Cataract
dataset/Train/Cataract/cat_0_2225.jpg,Cataract
dataset/Train/Cataract/cat_0_2226.jpg,Cataract
dataset/Train/Cataract/cat_0_2229.jpg,Cataract
dataset/Train/Cataract/cat_0_2231.jpg,Cataract
dataset/Train/Cataract/cat_0_2232.jpg,Cataract
dataset/Train/Cataract/cat_0_2233.jpg,Cataract
dataset/Train/Cataract/cat_0_2236.jpg,Cataract
dataset/Train/Cataract/cat_0_2238.jpg,Cataract
dataset/Train/Cataract/cat_0_2239.jpg,Cataract
dataset/Train/Cataract/cat_0_2240.jpg,Cataract
dataset/Train/Cataract/cat_0_2245.jpg,Cataract
dataset/Train/Cataract/cat_0_2246.jpg,Cataract
dataset/Train/Cataract/cat_0_2248.jpg,Cataract
dataset/Train/Cataract/cat_0_2251.jpg,Cataract
dataset/Train/Cataract/cat_0_2254.jpg,Cataract
dataset/Train/Cataract/cat_0_2255.jpg,Cataract
dataset/Train/Cataract/cat_0_2259.jpg,Cataract
dataset/Train/Cataract/cat_0_2260.jpg,Cataract
dataset/Train/Cataract/cat_0_2261.jpg,Cataract
dataset/Train/Cataract/cat_0_2263.jpg,Cataract
dataset/Train/Cataract/cat_0_2268.jpg,Cataract
dataset/Train/Cataract/cat_0_2269.jpg,Cataract
dataset/Train/Cataract/cat_0_2271.jpg,Cataract
dataset/Train/Cataract/cat_0_2272.jpg,Cataract
dataset/Train/Cataract/cat_0_2273.jpg,Cataract
dataset/Train/Cataract/cat_0_2275.jpg,Cataract
dataset/Train/Cataract/cat_0_2282.jpg,Cataract
dataset/Train/Cataract/cat_0_2285.jpg,Cataract
dataset/Train/Cataract/cat_0_2287.jpg,Cataract
dataset/Train/Cataract/cat_0_2288.jpg,Cataract
dataset/Train/Cataract/cat_0_2290.jpg,Cataract
dataset/Train/Cataract/cat_0_2293.jpg,Cataract
dataset/Train/Cataract/cat_0_2297.jpg,Cataract
dataset/Train/Cataract/cat_0_2298.jpg,Cataract
dataset/Train/Cataract/cat_0_2300.jpg,Cataract
dataset/Train/Cataract/cat_0_2301.jpg,Cataract
dataset/Train/Cataract/cat_0_2302.jpg,Cataract
dataset/Train/Cataract/cat_0_2303.jpg,Cataract
dataset/Train/Cataract/cat_0_2305.jpg,Cataract
dataset/Train/Cataract/cat_0_2307.jpg,Cataract
dataset/Train/Cataract/cat_0_2308.jpg,Cataract
dataset/Train/Cataract/cat_0_2311.jpg,Cataract
dataset/Train/Cataract/cat_0_2312.jpg,Cataract
dataset/Train/Cataract/cat_0_2317.jpg,Cataract
dataset/Train/Cataract/cat_0_2319.jpg,Cataract
dataset/Train/Cataract/cat_0_2323.jpg,Cataract
dataset/Train/Cataract/cat_0_2327.jpg,Cataract
dataset/Train/Cataract/cat_0_2330.jpg,Cataract
dataset/Train/Cataract/cat_0_2332.jpg,Cataract
dataset/Train/Cataract/cat_0_2334.jpg,Cataract
dataset/Train/Cataract/cat_0_2335.jpg,Cataract
dataset/Train/Cataract/cat_0_2336.jpg,Cataract
dataset/Train/Cataract/cat_0_2337.jpg,Cataract
dataset/Train/Cataract/cat_0_2341.jpg,Cataract
dataset/Train/Cataract/cat_0_2345.jpg,Cataract
dataset/Train/Cataract/cat_0_2348.jpg,Cataract
dataset/Train/Cataract/cat_0_2354.jpg,Cataract
dataset/Train/Cataract/cat_0_2356.jpg,Cataract
dataset/Train/Cataract/cat_0_2359.jpg,Cataract
dataset/Train/Cataract/cat_0_2360.jpg,Cataract
dataset/Train/Cataract/cat_0_2361.jpg,Cataract
dataset/Train/Cataract/cat_0_2362.jpg,Cataract
dataset/Train/Cataract/cat_0_2363.jpg,Cataract
dataset/Train/Cataract/cat_0_2366.jpg,Cataract
dataset/Train/Cataract/cat_0_2367.jpg,Cataract
dataset/Train/Cataract/cat_0_2378.jpg,Cataract
dataset/Train/Cataract/cat_0_2379.jpg,Cataract
dataset/Train/Cataract/cat_0_2380.jpg,Cataract
dataset/Train/Cataract/cat_0_2383.jpg,Cataract
dataset/Train/Cataract/cat_0_2384.jpg,Cataract
dataset/Train/Cataract/cat_0_2387.jpg,Cataract
dataset/Train/Cataract/cat_0_2389.jpg,Cataract
dataset/Train/Cataract/cat_0_2390.jpg,Cataract
dataset/Train/Cataract/cat_0_2391.jpg,Cataract
dataset/Train/Cataract/cat_0_2395.jpg,Cataract
dataset/Train/Cataract/cat_0_2397.jpg,Cataract
dataset/Train/Cataract/cat_0_2402.jpg,Cataract
dataset/Train/Cataract/cat_0_2403.jpg,Cataract
dataset/Train/Cataract/cat_0_2405.jpg,Cataract
dataset/Train/Cataract/cat_0_2406.jpg,Cataract
dataset/Train/Cataract/cat_0_2408.jpg,Cataract
dataset/Train/Cataract/cat_0_2409.jpg,Cataract
dataset/Train/Cataract/cat_0_2410.jpg,Cataract
dataset/Train/Cataract/cat_0_2411.jpg,Cataract
dataset/Train/Cataract/cat_0_2412.jpg,Cataract
dataset/Train/Cataract/cat_0_2414.jpg,Cataract
dataset/Train/Cataract/cat_0_2421.jpg,Cataract
dataset/Train/Cataract/cat_0_2422.jpg,Cataract
dataset/Train/Cataract/cat_0_2427.jpg,Cataract
dataset/Train/Cataract/cat_0_2429.jpg,Cataract
dataset/Train/Cataract/cat_0_2430.jpg,Cataract
dataset/Train/Cataract/cat_0_2431.jpg,Cataract
dataset/Train/Cataract/cat_0_2433.jpg,Cataract
dataset/Train/Cataract/cat_0_2436.jpg,Cataract
dataset/Train/Cataract/cat_0_2437.jpg,Cataract
dataset/Train/Cataract/cat_0_2444.jpg,Cataract
dataset/Train/Cataract/cat_0_2448.jpg,Cataract
dataset/Train/Cataract/cat_0_2449.jpg,Cataract
dataset/Train/Cataract/cat_0_2451.jpg,Cataract
dataset/Train/Cataract/cat_0_2453.jpg,Cataract
dataset/Train/Cataract/cat_0_2454.jpg,Cataract
dataset/Train/Cataract/cat_0_2455.jpg,Cataract
dataset/Train/Cataract/cat_0_2456.jpg,Cataract
dataset/Train/Cataract/cat_0_2458.jpg,Cataract
dataset/Train/Cataract/cat_0_2463.jpg,Cataract
dataset/Train/Cataract/cat_0_2465.jpg,Cataract
dataset/Train/Cataract/cat_0_2466.jpg,Cataract
dataset/Train/Cataract/cat_0_2469.jpg,Cataract
dataset/Train/Cataract/cat_0_2472.jpg,Cataract
dataset/Train/Cataract/cat_0_2473.jpg,Cataract
dataset/Train/Cataract/cat_0_2476.jpg,Cataract
dataset/Train/Cataract/cat_0_2478.jpg,Cataract
dataset/Train/Cataract/cat_0_2479.jpg,Cataract
dataset/Train/Cataract/cat_0_2486.jpg,Cataract
dataset/Train/Cataract/cat_0_2488.jpg,Cataract
dataset/Train/Cataract/cat_0_2494.jpg,Cataract
dataset/Train/Cataract/cat_0_2496.jpg,Cataract
dataset/Train/Cataract/cat_0_2498.jpg,Cataract
dataset/Train/Cataract/cat_0_2503.jpg,Cataract
dataset/Train/Cataract/cat_0_2506.jpg,Cataract
dataset/Train/Cataract/cat_0_2507.jpg,Cataract
dataset/Train/Cataract/cat_0_2509.jpg,Cataract
dataset/Train/Cataract/cat_0_2513.jpg,Cataract
dataset/Train/Cataract/cat_0_2516.jpg,Cataract
dataset/Train/Cataract/cat_0_2518.jpg,Cataract
dataset/Train/Cataract/cat_0_2520.jpg,Cataract
dataset/Train/Cataract/cat_0_2521.jpg,Cataract
dataset/Train/Cataract/cat_0_2523.jpg,Cataract
dataset/Train/Cataract/cat_0_2526.jpg,Cataract
dataset/Train/Cataract/cat_0_2528.jpg,Cataract
dataset/Train/Cataract/cat_0_2534.jpg,Cataract
dataset/Train/Cataract/cat_0_2535.jpg,Cataract
dataset/Train/Cataract/cat_0_2540.jpg,Cataract
dataset/Train/Cataract/cat_0_2541.jpg,Cataract
dataset/Train/Cataract/cat_0_2545.jpg,Cataract
dataset/Train/Cataract/cat_0_2546.jpg,Cataract
dataset/Train/Cataract/cat_0_2547.jpg,Cataract
dataset/Train/Cataract/cat_0_2553.jpg,Cataract
dataset/Train/Cataract/cat_0_2554.jpg,Cataract
dataset/Train/Cataract/cat_0_2557.jpg,Cataract
dataset/Train/Cataract/cat_0_2558.jpg,Cataract
dataset/Train/Cataract/cat_0_2559.jpg,Cataract
dataset/Train/Cataract/cat_0_2561.jpg,Cataract
dataset/Train/Cataract/cat_0_2562.jpg,Cataract
dataset/Train/Cataract/cat_0_2566.jpg,Cataract
dataset/Train/Cataract/cat_0_2567.jpg,Cataract
dataset/Train/Cataract/cat_0_2568.jpg,Cataract
dataset/Train/Cataract/cat_0_2569.jpg,Cataract
dataset/Train/Cataract/cat_0_2570.jpg,Cataract
dataset/Train/Cataract/cat_0_2575.jpg,Cataract
dataset/Train/Cataract/cat_0_2579.jpg,Cataract
dataset/Train/Cataract/cat_0_2580.jpg,Cataract
dataset/Train/Cataract/cat_0_2581.jpg,Cataract
dataset/Train/Cataract/cat_0_2585.jpg,Cataract
dataset/Train/Cataract/cat_0_2586.jpg,Cataract
dataset/Train/Cataract/cat_0_2587.jpg,Cataract
dataset/Train/Cataract/cat_0_2588.jpg,Cataract
dataset/Train/Cataract/cat_0_2589.jpg,Cataract
dataset/Train/Cataract/cat_0_2590.jpg,Cataract
dataset/Train/Cataract/cat_0_2594.jpg,Cataract
dataset/Train/Cataract/cat_0_2595.jpg,Cataract
dataset/Train/Cataract/cat_0_2597.jpg,Cataract
dataset/Train/Cataract/cat_0_2599.jpg,Cataract
dataset/Train/Cataract/cat_0_2601.jpg,Cataract
dataset/Train/Cataract/cat_0_2604.jpg,Cataract
dataset/Train/Cataract/cat_0_2605.jpg,Cataract
dataset/Train/Cataract/cat_0_2606.jpg,Cataract
dataset/Train/Cataract/cat_0_2609.jpg,Cataract
dataset/Train/Cataract/cat_0_2611.jpg,Cataract
dataset/Train/Cataract/cat_0_2614.jpg,Cataract
dataset/Train/Cataract/cat_0_2615.jpg,Cataract
dataset/Train/Cataract/cat_0_2616.jpg,Cataract
dataset/Train/Cataract/cat_0_2617.jpg,Cataract
dataset/Train/Cataract/cat_0_2618.jpg,Cataract
dataset/Train/Cataract/cat_0_2622.jpg,Cataract
dataset/Train/Cataract/cat_0_2623.jpg,Cataract
dataset/Train/Cataract/cat_0_2626.jpg,Cataract
dataset/Train/Cataract/cat_0_2627.jpg,Cataract
dataset/Train/Cataract/cat_0_2629.jpg,Cataract
dataset/Train/Cataract/cat_0_2632.jpg,Cataract
dataset/Train/Cataract/cat_0_2633.jpg,Cataract
dataset/Train/Cataract/cat_0_2636.jpg,Cataract
dataset/Train/Cataract/cat_0_2638.jpg,Cataract
dataset/Train/Cataract/cat_0_2639.jpg,Cataract
dataset/Train/Cataract/cat_0_2642.jpg,Cataract
dataset/Train/Cataract/cat_0_2643.jpg,Cataract
dataset/Train/Cataract/cat_0_2644.jpg,Cataract
dataset/Train/Cataract/cat_0_2645.jpg,Cataract
dataset/Train/Cataract/cat_0_2646.jpg,Cataract
dataset/Train/Cataract/cat_0_2648.jpg,Cataract
dataset/Train/Cataract/cat_0_2652.jpg,Cataract
dataset/Train/Cataract/cat_0_2653.jpg,Cataract
dataset/Train/Cataract/cat_0_2654.jpg,Cataract
dataset/Train/Cataract/cat_0_2655.jpg,Cataract
dataset/Train/Cataract/cat_0_2661.jpg,Cataract
dataset/Train/Cataract/cat_0_2662.jpg,Cataract
dataset/Train/Cataract/cat_0_2664.jpg,Cataract
dataset/Train/Cataract/cat_0_2665.jpg,Cataract
dataset/Train/Cataract/cat_0_2666.jpg,Cataract
dataset/Train/Cataract/cat_0_2667.jpg,Cataract
dataset/Train/Cataract/cat_0_2668.jpg,Cataract
dataset/Train/Cataract/cat_0_2673.jpg,Cataract
dataset/Train/Cataract/cat_0_2675.jpg,Cataract
dataset/Train/Cataract/cat_0_2676.jpg,Cataract
dataset/Train/Cataract/cat_0_2677.jpg,Cataract
dataset/Train/Cataract/cat_0_2679.jpg,Cataract
dataset/Train/Cataract/cat_0_2683.jpg,Cataract
dataset/Train/Cataract/cat_0_2689.jpg,Cataract
dataset/Train/Cataract/cat_0_2690.jpg,Cataract
dataset/Train/Cataract/cat_0_2691.jpg,Cataract
dataset/Train/Cataract/cat_0_2695.jpg,Cataract
dataset/Train/Cataract/cat_0_2696.jpg,Cataract
dataset/Train/Cataract/cat_0_2697.jpg,Cataract
dataset/Train/Cataract/cat_0_2698.jpg,Cataract
dataset/Train/Cataract/cat_0_2703.jpg,Cataract
dataset/Train/Cataract/cat_0_2704.jpg,Cataract
dataset/Train/Cataract/cat_0_2706.jpg,Cataract
dataset/Train/Cataract/cat_0_2707.jpg,Cataract
dataset/Train/Cataract/cat_0_2714.jpg,Cataract
dataset/Train/Cataract/cat_0_2715.jpg,Cataract
dataset/Train/Cataract/cat_0_2717.jpg,Cataract
dataset/Train/Cataract/cat_0_2720.jpg,Cataract
dataset/Train/Cataract/cat_0_2722.jpg,Cataract
dataset/Train/Cataract/cat_0_2726.jpg,Cataract
dataset/Train/Cataract/cat_0_2729.jpg,Cataract
dataset/Train/Cataract/cat_0_2730.jpg,Cataract
dataset/Train/Cataract/cat_0_2733.jpg,Cataract
dataset/Train/Cataract/cat_0_2735.jpg,Cataract
dataset/Train/Cataract/cat_0_2739.jpg,Cataract
dataset/Train/Cataract/cat_0_2740.jpg,Cataract
dataset/Train/Cataract/cat_0_2752.jpg,Cataract
dataset/Train/Cataract/cat_0_2753.jpg,Cataract
dataset/Train/Cataract/cat_0_2754.jpg,Cataract
dataset/Train/Cataract/cat_0_2756.jpg,Cataract
dataset/Train/Cataract/cat_0_2758.jpg,Cataract
dataset/Train/Cataract/cat_0_2761.jpg,Cataract
dataset/Train/Cataract/cat_0_2762.jpg,Cataract
dataset/Train/Cataract/cat_0_2763.jpg,Cataract
dataset/Train/Cataract/cat_0_2764.jpg,Cataract
dataset/Train/Cataract/cat_0_2765.jpg,Cataract
dataset/Train/Cataract/cat_0_2766.jpg,Cataract
dataset/Train/Cataract/cat_0_2767.jpg,Cataract
dataset/Train/Cataract/cat_0_2769.jpg,Cataract
dataset/Train/Cataract/cat_0_2770.jpg,Cataract
dataset/Train/Cataract/cat_0_2772.jpg,Cataract
dataset/Train/Cataract/cat_0_2775.jpg,Cataract
dataset/Train/Cataract/cat_0_2777.jpg,Cataract
dataset/Train/Cataract/cat_0_2780.jpg,Cataract
dataset/Train/Cataract/cat_0_2784.jpg,Cataract
dataset/Train/Cataract/cat_0_2787.jpg,Cataract
dataset/Train/Cataract/cat_0_2789.jpg,Cataract
dataset/Train/Cataract/cat_0_2790.jpg,Cataract
dataset/Train/Cataract/cat_0_2793.jpg,Cataract
dataset/Train/Cataract/cat_0_2795.jpg,Cataract
dataset/Train/Cataract/cat_0_2796.jpg,Cataract
dataset/Train/Cataract/cat_0_2800.jpg,Cataract
dataset/Train/Cataract/cat_0_2801.jpg,Cataract
dataset/Train/Cataract/cat_0_2802.jpg,Cataract
dataset/Train/Cataract/cat_0_2807.jpg,Cataract
dataset/Train/Cataract/cat_0_2810.jpg,Cataract
dataset/Train/Cataract/cat_0_2813.jpg,Cataract
dataset/Train/Cataract/cat_0_2815.jpg,Cataract
dataset/Train/Cataract/cat_0_2816.jpg,Cataract
dataset/Train/Cataract/cat_0_2818.jpg,Cataract
dataset/Train/Cataract/cat_0_2823.jpg,Cataract
dataset/Train/Cataract/cat_0_2825.jpg,Cataract
dataset/Train/Cataract/cat_0_2830.jpg,Cataract
dataset/Train/Cataract/cat_0_2831.jpg,Cataract
dataset/Train/Cataract/cat_0_2832.jpg,Cataract
dataset/Train/Cataract/cat_0_2833.jpg,Cataract
dataset/Train/Cataract/cat_0_2835.jpg,Cataract
dataset/Train/Cataract/cat_0_2836.jpg,Cataract
dataset/Train/Cataract/cat_0_2839.jpg,Cataract
